transaction_id,customer_id,customer_name,customer_dob,customer_email,customer_phone,customer_address,originator_account,beneficiary_account,beneficiary_name,transaction_type,amount,currency,transaction_date,originator_country,beneficiary_country,risk_score,is_suspicious,aml_flag,ip_address,device_id
TXN-004289,CUST-00869,Damian Stevens,1961-08-12,loewerhiltrud@example.com,312-430-8522x8838,"Klaus-D.-Bolnbach-Weg 905, 15147 Großenhain",GB40DWCV82543474784403,GB83SLLX27377124913116,Antonia Veneziano,CASH_WITHDRAWAL,139.22,JPY,09/11/2025,BG,SE,36.3,0,CLEAR,56.10.250.224,b9f07d91-779
TXN-004290,CUST-00751,Donald Mcconnell,1964-04-07,americofeliu@example.net,+49(0)7930 87190,"Contrada Ermes, 15 Appartamento 5, 43038, Talignano (PR)",ES4250396598103109958665,DE80182675674759319319,Sylvia Myers,ACH,-1171.62,GBP,2025-08-07 10:08:43,SI,HK,41.2,0,CLEAR,146.255.132.149,186cb7c2-00c
TXN-004291,CUST-00435,Ciro Acero Ballester,1998-12-08,liam14@example.com,+34827610358,"297 Carolyn Shores Suite 158, South Douglas, AZ 42335",GB83QERF91905608666847,DE67322855290407405577,Ernesto Ritacca,INTERNAL_TRANSFER,259.21,EUR,2025-11-14 08:05:08,PG,IE,28.3,0,CLEAR,159.7.172.179,39c6374d-eac
TXN-004292,CUST-00320,Samuel Dawson,1947-12-17,ann-kathrin90@example.com,08142413724,"99, chemin Thomas, 97161 Lopez-sur-Mer",GB64NQMP01836895410010,GB47OQZZ45558897013943,Mr Oliver Ingram,WIRE_TRANSFER,7547.28,USD,2024-05-15 23:37:35,HU,NL,14.8,0,CLEAR,8.137.76.134,8f4d8281-cc0
TXN-004293,CUST-00866,Laura Reed,1994-01-20,michelerice@example.com,+34 912 55 34 15,"66847 Griffin Islands Apt. 590, Pageland, DE 10083",ES5161063999587517643008,,Ing. Käte Kruschwitz,WIRE_TRANSFER,38139.78,GBP,2024-12-11 16:42:53,AU,IR,63.8,1,ESCALATED,159.137.250.182,f498abae-34b
TXN-004294,CUST-00473,Bernadette Arnaud,1989-05-16,jacob35@example.org,+49(0)7015 40825,"Studio 38u, Billy Parkways, West Cliffordshire, HX2B 6HD",ES4586153306299547769131,DE04907505146318252216,Ruggiero Pratesi,SWIFT,958.29,CHF,06/06/2025,GR,AU,10.9,0,CLEAR,147.168.122.26,8d909fe1-744
TXN-004295,CUST-00341,Gilles du Besson,1999-09-14,cjordan@example.net,+49(0)4942 58576,"38, chemin Océane Lemaître, 77512 Boyer-sur-Ruiz",ES4869177821827508838411,GB63MEZK42448532573191,Sébastien-Zacharie Sauvage,SWIFT,-57686.15,JPY,2024-12-27 02:24:23,BG,ES,36.8,0,CLEAR,156.120.83.146,28000dd0-913
TXN-004296,CUST-00175,Dott. Gelsomina Trincavelli,1975-01-08,simpsonrobin@example.net,0146118416,"Ronda Julio César Amigó 86 Puerta 0 , Ávila, 25355",DE27503860342987455164,IT13L0844168522182814677679,Aurore Loiseau,ACH,913.74,CHF,2026-03-25 01:58:05,ES,GB,6.1,0,CLEAR,71.14.37.2,
TXN-004297,CUST-00845,Lara Caracciolo,2001-05-04,careybrittany@example.com,409.509.9837x4697,"Ronda Paca Valdés 206 Apt. 28 , Castellón, 44058",DE62245797273365491053,IT90Q7943958870313251278119,Sig. Enzio Paruta,CASH_DEPOSIT,226.78,USD,2025-11-11 00:15:04,IN,,41.4,0,CLEAR,140.230.178.221,bbc29dbb-cd8
TXN-004298,CUST-01088,Sebastian Bonbach,1953-01-27,brandon99@example.com,673.883.2764x29539,"Studio 47, Cross Springs, South Scottview, M6T 2WQ",GB76LSJJ56993791259195,IT11Y2771776596748488408416,Jennifer Brown,SEPA,489.24,EUR,2024-12-28 13:51:41,IE,HR,54.9,0,CLEAR,51.25.17.159,0e8a6f10-5a3
TXN-004299,CUST-00535,Univ.Prof. Albina Hein,1955-02-14,lnogueira@example.com,+34 976 086 934,"Canale Ruggiero, 29 Appartamento 55, 65013, San Martino Bassa (PE)",GB04BXKY99257923940381,GB82BSAS55210437995013,,INTERNAL_TRANSFER,4625.74,USD,2024-08-11 21:36:56,LT,SI,9.4,0,CLEAR,40.188.217.187,
TXN-004300,CUST-00016,Thierry-Gérard Royer,1959-12-05,baromelchor@example.com,088295145,"405 Koch Mountains, North Michael, MS 80234",GB61RDFR21357915323862,ES8382800782515499723517,Marie Simmons,CASH_DEPOSIT,204.41,GBP,2026-03-28 17:07:00,NG,KP,48.7,0,CLEAR,181.150.174.31,bf95a696-078
TXN-004301,CUST-00121,Susanita Sanjuan Zamora,1964-04-08,usalmeron@example.net,0824863582,"6198 Robert Ranch Apt. 009, Sparksview, ID 21931",FR7385464713222052408416046,FR2236780390031439865579174,Melisa Molins Verdú,WIRE_TRANSFER,126.95,EUR,2025-04-22 11:50:13,IT,RO,8.1,0,CLEAR,29.151.6.237,9e483f40-fd7
TXN-004302,CUST-00831,Waltrud Mude,1992-06-28,djacquot@example.com,+34 872 770 975,"Studio 3, Stanley Plains, East Howardfurt, WV97 5SF",GB94EZUA09781463552642,DE24630361994977809903,,ACH,1158.85,JPY,2025-10-25 15:32:46,IR,EE,80.1,1,ESCALATED,185.81.184.32,cc159bac-f4d
TXN-004303,CUST-00867,Louis Hermighausen,1962-09-13,nadiarnaldo@example.org,+39 35011452515,"Stretto Lettiere, 12 Piano 7, 26035, Pieve San Giacomo (CR)",DE93051190941782999422,DE49508035280616831413,Gabriella Polizzi,INTERNAL_TRANSFER,19.53,GBP,2025-11-04 15:10:00,GB,EE,3.8,0,CLEAR,149.164.74.224,f03dabe6-d94
TXN-004304,CUST-00760,Stella Rubbia,1978-09-26,pacacervera@example.com,+33 (0)6 29 72 22 68,"Pasaje de Manu Pinto 27, Burgos, 12335",FR4088960748518457167681609,DE48809267495351130138,Paulette Le Riou,ACH,307298.0,JPY,2025-10-20 22:34:16,IR,NL,67.1,1,ESCALATED,148.0.22.241,6fd4729e-00d
TXN-004305,CUST-00584,Marianne Vallet de la Bodin,2002-08-19,ccampos@example.com,+34876 614 600,"27, rue Brun, 23489 Pires",FR5132206733092225165936684,DE22868543039836615722,Giuseppe Squarcione,ACH,809.13,USD,2024-12-18 15:14:01,LV,EE,19.1,0,CLEAR,153.50.42.60,
TXN-004306,CUST-00983,April Greene,1957-06-02,kschwital@example.com,+34833078416,"Strada Loredana, 632 Piano 4, 74016, Massafra (TA)",ES1482335829587527128739,GB33YYNE37890590135201,Kimberley Parry,INTERNAL_TRANSFER,29773.09,EUR,2025-03-14 14:09:36,RO,,10.1,0,CLEAR,212.141.20.183,45578503-0f8
TXN-004307,CUST-00946,Karoline Weinhold,1945-10-16,inge17@example.org,+34823 94 59 80,"Urbanización Juan Carlos Gabaldón 3, Huelva, 42874",DE32137090671236460644,,Rafael Scheel,ACH,22939.76,EUR,2025-01-16 17:20:56,IE,HU,36.8,0,CLEAR,217.240.244.55,865171f2-564
TXN-004308,CUST-01137,Rafa Cadenas Cabezas,1950-03-20,eric12@example.com,+34 806 05 78 45,"Rambla de Constanza Vendrell 68 Puerta 4 , Zaragoza, 44759",GB23OQJK14754599989676,ES9187049197187876066430,,WIRE_TRANSFER,34.88,EUR,07/29/2025,PT,IT,17.7,0,CLEAR,120.46.22.166,1fd8f31e-cef
TXN-004309,CUST-00080,Ugolino Antonetti-Tarantino,1974-11-23,leonardamy@example.net,+49 (0) 0859 072406,"Rotonda Ninetta, 242 Appartamento 77, 80133, Napoli (NA)",DE61329769664510106568,GB43GJQD49713400211814,Édith Torres de la Thomas,CASH_DEPOSIT,3607.87,EUR,2026-02-16 04:04:47,CH,PT,35.5,0,CLEAR,16.110.161.144,b69dddab-49d
TXN-004310,CUST-01135,Nancy Sullivan,1968-02-05,schinkefrederik@example.org,+34702 04 04 53,"1637 Ray Cape Suite 323, Nicholasbury, TX 17376",GB65XJUH08457628551099,DE27346346779055821439,Pawel Geißler,CASH_DEPOSIT,7909.82,EUR,2026-03-19 03:47:33,KW,CY,11.7,0,CLEAR,69.141.103.89,5c514dd7-4d1
TXN-004311,CUST-00566,Arnfried Schinke-Jessel,1965-04-20,hbruscantini@example.org,+34972894055,"Viale Pierpaolo, 8, 80040, Cercola (NA)",GB58NXER99755867279000,GB16CDVW48500078297247,Leonardo Ditschlerin,INTERNAL_TRANSFER,-252.54,EUR,2025-01-10 03:35:01,GB,MT,39.5,0,CLEAR,86.145.50.245,691e5a05-b72
TXN-004312,CUST-00868,Alfonso Valero,1943-02-08,pierrebernier@example.net,(028) 9018 0534,"Flat 87U, Emily Burg, East Anne, B4S 1SD",ES4269424018317128688932,GB75WEOM92451192127767,Shelly Hammond,SWIFT,48.52,EUR,2025-02-02 14:00:52,JP,GR,13.0,0,CLEAR,12.140.230.170,a1017d5b-c54
TXN-004313,CUST-01059,Pawel Butte B.Eng.,1999-03-23,valeriagaliazzo@example.com,+39 01835598359,"Schomberweg 600, 82156 Saarbrücken",GB85CVJX52854998161697,IT02S9126377239578282710803,Camillo Bondumier-Rastelli,WIRE_TRANSFER,453.14,GBP,2025-12-08 03:03:09,HK,DE,20.2,0,CLEAR,2.211.35.192,73372a40-9cb
TXN-004314,CUST-00304,Cassidy Andrews,1997-11-22,kevinbell@example.com,+34 882286975,"Ronda Andrés Felipe Ricart 29, Vizcaya, 48051",GB28LRVW14919201618761,IT68W7418687761108754575229,,SWIFT,5324.89,EUR,2026-01-26 05:06:15,GB,AT,16.0,0,CLEAR,102.43.136.86,4b5b28ff-978
TXN-004315,CUST-00702,Elladio Panzera,2001-01-10,xavierpalma@example.org,0588896229,"9, chemin Lévêque, 84825 Sainte Émilie",GB28WRYN95422499628095,ES2812603829349063569495,Linda Wilson,SEPA,202.82,EUR,2025-10-04 15:17:35,LB,AT,49.4,0,CLEAR,130.97.71.157,abb0f63a-7a4
TXN-004316,CUST-00401,Heinz-Josef Pergande,1963-01-31,irmelarust@example.org,+49(0)6561839780,"321 Frederick Place, Leannebury, DL1H 5NF",GB94ZLAR49809783828513,,Mara Striebitz,SWIFT,2805.1,USD,2024-08-22 03:16:42,LB,BE,53.8,0,CLEAR,103.87.74.50,c2f81266-224
TXN-004317,CUST-00209,José Manuel Iglesia Carbonell,1980-11-03,jonathan05@example.org,+1-403-819-9189x003,"Pasadizo de Anselmo Mariño 65 Puerta 1 , Barcelona, 24213",IT31J4581667821093327181283,GB64MMNT73999664899826,,CASH_DEPOSIT,162.05,EUR,2026-02-06 08:38:50,CY,GB,18.6,0,CLEAR,131.69.28.54,94bf262a-d04
TXN-004318,CUST-00004,Elfie Renner,1994-10-24,vicentavelasco@example.net,08619 869363,"1959 Jason Skyway, Warrenview, PW 28365",IT50K4192453077807926227156,DE12968202053577174219,Katarina Walter,CASH_WITHDRAWAL,43116.46,EUR,2025-03-18 05:06:54,CA,SY,30.9,0,CLEAR,67.197.155.214,
TXN-004319,CUST-01087,Chema Cándido Ródenas Huguet,1976-12-29,mosslarry@example.net,+39 0438606933,"Bolanderring 280, 06285 Burg",ES0955778137747980026473,GB16JQKS97321426528363,Maryse Guyon,CASH_WITHDRAWAL,1750.66,CHF,2024-07-22 00:06:54,HR,EE,41.2,0,CLEAR,10.85.247.80,
TXN-004320,CUST-00821,Madeleine Mace,1959-10-21,cromagnoli@example.net,566.305.3917x409,"4122 Theresa Glens, Carpentershire, AK 14314",IT24B5199467426978246631272,GB87HKTG55617537544139,Ezequiel Montesinos-Cámara,CASH_DEPOSIT,39564.92,EUR,2026-03-29 07:09:04,SK,,69.7,1,ESCALATED,49.169.10.61,24a22512-498
TXN-004321,CUST-00036,Miss Lorraine Hussain,1943-06-15,manswieland@example.net,+34988 87 50 36,"rue de Ribeiro, 30866 Bonneau",FR4526869929277908952360814,IT03V9621470501221611319333,Maria Montalcini,SWIFT,560.7,EUR,2026-01-03 18:02:37,VE,FR,9.6,0,CLEAR,102.103.42.169,b9719dd3-ed9
TXN-004322,CUST-01089,Étienne Lemoine,1988-03-12,borrasfaustino@example.com,020 74960188,"Callejón Natividad Arrieta 64, Girona, 24763",GB03KWRW74084275120619,GB66CTJP07958120238217,Michelle du Legendre,INTERNAL_TRANSFER,243.37,EUR,2025-10-11 20:54:12,MM,,41.5,0,CLEAR,173.98.185.3,5590ff48-c0e
TXN-004323,CUST-00880,Diana Izaguirre,1964-04-05,martinbennett@example.net,0161 4960583,"540, rue de Leroy, 82807 Voisin",ES6249613866913961363019,,Ing. Änne Wesack B.Eng.,SWIFT,683.42,GBP,2025-04-27 14:54:32,GB,US,14.6,0,CLEAR,197.158.78.81,
TXN-004324,CUST-00419,Nelli Lorch-Carsten,1976-04-06,xrobin@example.org,0261755907,"3779 Greer Villages Suite 034, South Nicholas, NC 71494",DE42599501379469038156,DE52093121114005903280,Xaver Grein Groth,WIRE_TRANSFER,1002.75,JPY,2025-01-04 03:41:38,JP,FR,45.7,0,CLEAR,199.159.251.66,353785ec-4c8
TXN-004325,CUST-00408,Sandalio Barberá Madrigal,2007-04-18,wgomila@example.com,+34921517920,"Studio 7, Gardner Trafficway, Marcshire, DL2 7LG",IT02T5063962901757964476397,DE30678795722548821898,Johnny Chen,SEPA,32333.98,USD,2026-03-20 02:41:31,DE,LT,30.8,0,CLEAR,178.243.78.85,6c5be9d3-88e
TXN-004326,CUST-00321,Serena Vasari,1973-11-08,gioachino80@example.org,+49 (0) 1974 745397,"Rotonda Puccio, 63 Appartamento 7, 16025, Montebruno (GE)",FR3992078809429270645723262,GB32BMNK72880749799111,Leyre Alegre Guerra,INTERNAL_TRANSFER,2679.69,CHF,2025-11-09 20:01:18,ZA,MT,10.5,0,CLEAR,20.23.68.130,d8574bf1-a19
TXN-004327,CUST-00807,Miss Nicola Williams,1956-01-14,ettoredalla@example.org,607.480.7183,"Flat 2, Carly Cliff, Lewistown, TR4 7HG",GB60KMSR81022062457801,GB38VARJ50272238539687,Rafael Zamora Gómez,ACH,2893.85,USD,2025-02-20 05:45:58,NG,US,43.2,0,CLEAR,142.154.237.211,9064bbf1-076
TXN-004328,CUST-01199,Thierry Bonnet,1986-12-31,imbertmartin@example.net,+44113 496 0223,"Schustergasse 6-7, 40708 Heiligenstadt",ES3111227893142542134259,,Narciso Manzano-Carbajo,WIRE_TRANSFER,304.5,JPY,2025-03-28 19:08:32,ZZ,LV,24.7,0,CLEAR,28.175.141.45,f8e2f0bb-878
TXN-004329,CUST-00973,Laureano Morgagni,2002-06-27,jangulo@example.com,+39 054461449,"Schottinring 5/3, 52041 Dinslaken",ES0946209320373111531346,GB41HEFZ69933037445956,Richard Lopez,WIRE_TRANSFER,4700.46,EUR,2025-12-02 07:03:11,IE,YE,24.4,0,CLEAR,48.41.86.249,269a30c9-997
TXN-004330,CUST-00826,Fulgencio Mínguez Ariño,1957-02-20,phill@example.org,+49(0)4977 43958,"Paseo de Chus Carranza 818, Cádiz, 12321",GB30XLHX52185020925822,,Tomas Kambs-Adolph,ACH,111.83,EUR,2024-08-13 12:34:31,IR,,16.2,0,CLEAR,177.44.43.178,acdf5617-d08
TXN-004331,CUST-00677,Marta Ullmann,2000-07-25,gdehmel@example.net,001-570-463-9427,"Jüttnerallee 9/9, 03343 Gotha",IT70K9260430187858585574346,GB95EWEC05927641487753,Cassandra Necci,SEPA,2160.51,JPY,2025-05-16 11:54:12,AT,SK,15.9,0,CLEAR,80.101.201.71,26108049-015
TXN-004332,CUST-00139,Dan Salvà Sureda,1996-04-21,urocamora@example.org,+34 987 57 31 88,"Urbanización Diana Oller 259, Burgos, 01982",ES1865656599106501917963,GB23PGBX20490849580655,,INTERNAL_TRANSFER,3257.13,EUR,2025-05-13 02:48:44,FR,PG,21.9,0,CLEAR,213.24.38.28,
TXN-004333,CUST-00995,Sig. Lazzaro Pulci,1940-04-28,kristina72@example.net,04 23 77 95 35,"Röhrichtplatz 28-57, 48964 Brand",GB56IODW94788737344135,IT53T4872978929384970615301,Luciana Colletti,SEPA,1247.9,CHF,2024-10-26 10:32:36,ES,GB,8.8,0,CLEAR,89.232.175.39,e0600563-930
TXN-004334,CUST-00077,Tilmann Hein,1977-01-29,areising@example.com,0583612845,"Hermannstr. 6158, 48885 Bad Freienwalde",ES5043113400318891054747,IT02Y6917145949639460285263,,WIRE_TRANSFER,6185.71,GBP,2025-06-20 09:22:19,PT,HU,35.7,0,CLEAR,144.174.29.219,50da9a51-7f5
TXN-004335,CUST-01114,Natalie Dunlap,1970-01-02,travis75@example.net,(0909) 879 0628,"4, chemin Roche, 69679 Tanguy",GB33MWIZ09746251807300,GB14NNXI78297655586828,Julie Fontaine,INTERNAL_TRANSFER,1056.45,JPY,08/04/2025,IN,RO,60.5,0,CLEAR,116.185.182.122,47af7057-ef0
TXN-004336,CUST-01153,Timothy Nunez,1988-03-08,santamariajose@example.com,+49 (0) 6655 200200,"261, chemin de Julien, 37487 Marchand",GB26LITN04656011199532,GB84TOCN34587923575644,,INTERNAL_TRANSFER,441.69,GBP,2025-12-22 10:18:26,NL,SY,36.4,0,CLEAR,29.167.66.21,968b92b4-539
TXN-004337,CUST-00646,Stephen Oneill,1953-10-30,zkarz@example.org,+34914454318,"Wiekallee 8040, 90977 Hofgeismar",IT22G3461184132284852070918,DE18291058168055869532,Brigitte-Nath Henry,CASH_DEPOSIT,190.7,EUR,2025-08-10 05:09:37,MX,DE,13.4,0,CLEAR,130.215.149.50,ad90c2b6-758
TXN-004338,CUST-00087,Traude Gumprich,1958-03-17,georginabarber@example.org,+34979 56 78 66,"37440 Phillip Stream, Santanaton, MD 16750",FR9555265312211620015855386,ES2940286880934352534614,Édith Vallet,CASH_WITHDRAWAL,23.6,JPY,2024-11-28 08:15:48,SI,PL,28.3,0,CLEAR,133.143.67.66,
TXN-004339,CUST-00078,Nicola Taylor,1945-12-02,foconivirginia@example.net,+34811 388 005,"49, avenue Berthelot, 17845 Cousin",GB53YKWM66671774602315,GB41XESX49822492313387,Jeffrey Summers,INTERNAL_TRANSFER,10139.01,JPY,2024-05-30 21:40:16,ZA,CH,29.1,0,CLEAR,176.75.239.218,45239517-3a3
TXN-004340,CUST-01018,Pepe del Torrecilla,1945-01-17,trinidadmontalban@example.net,(0161) 4960285,"34582 Collins Landing, Lake Calvin, TN 01631",GB08NBAZ39888223217814,DE39403122330228810965,Annekatrin Weiß,ACH,363.84,EUR,2024-12-27 23:03:19,NG,MM,12.5,0,CLEAR,6.200.243.192,5b375ee0-0b8
TXN-004341,CUST-00134,Miss Joan Field,1961-09-12,adrianasevillano@example.org,+33 3 61 47 25 01,"Strada Missoni, 69 Appartamento 3, 87030, Marina Di Fiumefreddo Bruzio (CS)",DE08132875873282201705,IT59N9112595010609611138602,Marianne Fernandez-Berger,CASH_DEPOSIT,2418.27,CHF,2024-06-19 22:39:13,KP,CZ,33.4,0,CLEAR,37.204.16.205,384bfcc0-593
TXN-004342,CUST-00247,Friedbert Mende-Fischer,1947-04-01,wgiannotti@example.com,001-424-489-2662x154,"Pasaje Apolinar Mateos 7 Apt. 93 , Jaén, 19189",IT21P6267371561416189131609,GB45QBPW43117080422379,,INTERNAL_TRANSFER,2129.26,CHF,2025-07-09 06:38:03,IN,GB,59.9,0,CLEAR,157.41.7.70,82787f5d-97b
TXN-004343,CUST-01140,Raymund Ziegert,1981-06-26,alexandraschacht@example.org,+33 (0)6 49 05 39 23,"Studio 2, Tucker Garden, East Linda, L3 9RW",GB40BJGL58323123576098,ES9591169418555703205835,Anouk Lebrun,SEPA,866.53,GBP,2025-12-13 22:13:17,LU,,61.1,0,CLEAR,212.92.251.78,a809ef23-e1a
TXN-004344,CUST-00783,Jose Miguel Real-Martin,1970-12-18,sverdone@example.net,+39 0573344191,"Via Sorrentino, 55 Appartamento 22, 09041, Dolianova (CA)",DE51638118047550465876,IT93E7959270188305707834749,Elizabeth Taylor DDS,WIRE_TRANSFER,15563.66,USD,2024-12-22 15:29:37,AT,CY,30.4,0,CLEAR,3.9.217.108,48e134cc-9a3
TXN-004345,CUST-00588,Alex Guillaume,1986-05-04,chindamoelmo@example.org,+44292018808,"Rotonda Imelda, 15, 63847, Monte Vidon Combatte (FM)",FR9595293616526651749082170,GB53JGOS02811831569805,Ms Wendy Wright,WIRE_TRANSFER,40.24,CHF,2024-05-20 10:27:14,DK,JP,37.3,0,CLEAR,110.74.116.79,9016628d-97c
TXN-004346,CUST-00546,Pacífica de Girona,1972-12-31,patrickoconnor@example.net,01 45 65 34 82,"0 Sharon Circle, West Laura, L0 8DX",ES1896106415740368388668,GB94TSVK98569377205518,,CASH_DEPOSIT,4816394.48,USD,2025-09-02 05:59:18,AU,MX,95.0,1,SAR_FILED,65.183.185.217,f6057a88-399
TXN-004347,CUST-00895,Ermanno Crispi,1999-07-29,lgonzales@example.com,740.381.7944x246,"0 Allan Branch, East Josephine, G0 9FN",GB56GDVQ44885184802758,GB64WBRT49791868455518,Kyle Bailey,CASH_DEPOSIT,457.33,USD,2025-01-01 21:41:14,PG,SI,13.1,0,CLEAR,84.65.219.13,f2002815-d00
TXN-004348,CUST-01056,George Briggs,1999-01-05,delfino04@example.org,989.362.4620x455,"3889 Odom Harbor, Bondton, IA 01800",FR4992476000370553537615355,GB09VZGT69113450888881,Pierpaolo Garrone,SEPA,5398.18,JPY,2025-04-02 04:56:10,KW,YE,13.0,0,CLEAR,215.227.0.118,e7eddd59-e47
TXN-004349,CUST-01194,Melanie Begum,1993-09-02,garcesarcelia@example.org,+34946 864 880,"Pasadizo Vito Somoza 62, Zamora, 41174",ES9085629477041461197313,,,SWIFT,28.52,EUR,2024-05-21 22:14:58,ZA,HR,52.3,0,CLEAR,139.17.167.0,6b90b6ec-720
TXN-004350,CUST-00031,Mr Cameron Powell,1955-02-14,michaelhartman@example.com,+33 2 29 89 76 85,"Flat 4, Evans Plaza, Poolestad, M3 5FN",DE97666043236625886081,FR3364184563549808106631820,Rosaria Bottigliero,WIRE_TRANSFER,616.82,EUR,2025-08-17 00:31:25,PG,GB,16.8,0,CLEAR,106.53.23.125,dc3ed5af-4c5
TXN-004351,CUST-00286,Iris del Serra,1999-02-11,zdijoux@example.net,796.563.8626x3181,"Heringstraße 7-2, 64239 Erfurt",GB13EZNN66504495259625,,Mr Graham Richards,WIRE_TRANSFER,1895.85,USD,2024-05-28 01:53:27,GR,US,20.8,0,CLEAR,112.136.91.97,a2125e65-175
TXN-004352,CUST-01056,Prof. Heidi Schinke,1994-11-28,franciscourtney@example.com,+34968537137,"79 Hughes Via, Joelberg, OX9N 9SY",IT79K3513610754132967952425,DE07290069516180796885,,ACH,118.23,JPY,2025-06-12 11:15:59,CA,ES,7.5,0,CLEAR,19.199.215.142,d0bce28e-829
TXN-004353,CUST-00183,Willibert Jacobi Jäckel,1966-07-07,diasandree@example.net,(07328) 314281,"Studio 39p, Tucker Lodge, New Aimee, G61 4XF",FR4079757812060087432839264,ES1398684675205650737767,Aureliano de Boix,ACH,466.82,EUR,2026-01-21 05:14:58,GR,AT,43.3,0,CLEAR,174.255.0.243,7fd0548e-bcb
TXN-004354,CUST-00057,Jemma Davies,1993-10-03,mariannelehmann@example.org,0404888075,"882 James Divide, Brownland, W80 9SR",GB75DNOP47295267350033,GB23XIKT56890384979446,Denis Barbe,SEPA,9367.27,GBP,2025-11-28 09:05:25,GR,VE,44.2,0,CLEAR,171.14.55.137,045edd32-639
TXN-004355,CUST-00172,Leigh George-Thomson,1953-10-18,claas59@example.org,+39 3428950645,"Edward-Flantz-Platz 8221, 35417 Berlin",FR0744859721801034755789781,GB74HJEX13928070286241,David Miller,CASH_DEPOSIT,564.67,GBP,2025-09-01 19:52:46,AT,HK,24.2,0,CLEAR,196.122.42.67,77c2de3f-5fb
TXN-004356,CUST-01171,Eleni Gumprich,1947-07-30,bgregory@example.org,(05025) 64664,"Incrocio Travaglio, 626, 17032, Vendone (SV)",FR3128980967771307407906710,FR0832129474549898325137286,Lázaro Guzman Bas,SWIFT,2449.23,JPY,2024-06-28 09:25:24,NG,YE,52.0,0,CLEAR,55.87.164.213,
TXN-004357,CUST-00919,Giampaolo Tornatore,2006-04-27,merciermargot@example.net,+49(0)0448946452,"Vicolo Renier, 84 Piano 8, 71038, Pietramontecorvino (FG)",GB06EJGT89040901844045,ES4645874527564886831190,,CASH_DEPOSIT,809.01,EUR,2025-03-29 13:48:38,CH,IN,1.2,0,CLEAR,111.224.23.32,8e559cc8-43a
TXN-004358,CUST-00046,Melanie Rivera,2000-10-25,valentinasanchez@example.org,+33 5 32 46 58 24,"Flat 93x, Kieran Lane, North Jason, N6W 8UE",ES5436194125048683020253,GB92SBWT91114568416017,Rachel Morgan,SEPA,104.4,JPY,2024-07-25 19:21:55,BE,GB,23.7,0,CLEAR,47.214.173.239,2e05005c-98e
TXN-004359,CUST-00594,Gina Carter,1986-12-16,lgautier@example.org,+49(0)6177 740711,"Wellerplatz 68/20, 82117 Arnstadt",IT26N6327682870807560851025,GB51ZWCF81513574244146,Encarnacion Villena Viana,SEPA,2366.94,JPY,2025-06-15 10:05:45,CH,KP,45.5,0,CLEAR,182.103.57.117,11de75dc-757
TXN-004360,CUST-01120,Miss Geraldine Browne,1962-07-02,danielsmith@example.net,+39 36116272123,"avenue Guibert, 68639 Perrin",IT03G9787613374806060240084,FR2991450636366495745504924,,ACH,330.93,GBP,2024-06-04 18:12:10,FR,NL,26.9,0,CLEAR,21.57.95.142,
TXN-004361,CUST-00284,Sig.ra Elena Iacobucci,1961-02-27,pierina20@example.net,036437863,"Benderallee 6/4, 63770 Magdeburg",FR2346509936629543640624457,IT24K4925653507298243304792,,CASH_DEPOSIT,1306.48,EUR,2026-02-27 20:40:00,SK,HK,39.7,0,CLEAR,88.243.79.78,a89dfd8e-67e
TXN-004362,CUST-01069,Dr. Zenon Gnatz MBA.,1970-07-27,tfarrell@example.net,+49(0)2683 415816,"184, chemin Benoit, 53947 Barbe",IT57C1599880349700020642248,GB30CCSD30449257676318,,SWIFT,191.27,USD,2026-03-03 22:30:00,,LV,9.7,0,CLEAR,155.177.101.220,dab9fa1f-336
TXN-004363,CUST-00012,Ranieri Bertoni,1973-03-15,aaron55@example.com,+39 0165759227,"29, chemin Klein, 45152 Da CostaVille",GB03SGBW47665074172136,ES8832540712087266068236,Dr Rachel Higgins,WIRE_TRANSFER,2416.05,JPY,2025-12-06 08:17:37,CH,EE,47.3,0,CLEAR,14.220.166.98,b84b823b-721
TXN-004364,CUST-00532,William Anderson DDS,1961-09-10,guy11@example.net,(0141)4960780,"Cuesta de José Mari Saura 55, Málaga, 06480",ES7653060623536726899632,,Dr. Heribert Weller,SWIFT,1091.99,USD,2025-06-21 14:27:03,IR,FR,12.6,0,CLEAR,53.85.242.145,09e07d7f-314
TXN-004365,CUST-00656,Martin Merle,1994-12-18,marta91@example.com,3534814927,"C. de Josefa Hidalgo 21 Puerta 3 , Salamanca, 47075",FR5104627150869618361086002,DE32844465928652068554,Dr Peter Smith,ACH,2136.97,EUR,2025-07-19 01:16:21,CY,AU,45.9,0,CLEAR,34.54.94.73,aa03f184-100
TXN-004366,CUST-00779,Dr Andrew Lambert,2002-04-24,zbeer@example.net,04365851647,"Stretto Amico, 3, 24013, Oltre Il Colle (BG)",IT81Y0804427397964053003697,GB22LSAM42565716369411,Nélida Avilés Pizarro,SWIFT,3037.38,USD,2024-07-16 22:40:43,MM,,13.0,0,CLEAR,92.220.44.115,df0bf395-34c
TXN-004367,CUST-00826,Claire Hamel,1942-02-23,davidsmith@example.com,+1-729-646-7007,"Junitzweg 99, 66895 Soest",GB64LXYF68602643452254,IT72U3495133067743503279016,Dr Nicholas Gill,WIRE_TRANSFER,105603.91,EUR,2025-12-10 14:58:28,SK,ZA,35.1,0,CLEAR,166.90.224.153,6641364a-685
